Category,Level1,Level2,Level3,Level4,Federal,GovXFer,State,Local,Total
Salaries and Expenses,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Salaries and Expenses,0,0,0,0,0
Salaries and Expenses,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Salaries and Expenses,0,0,0,0,0
Working Capital Fund,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Working Capital Fund,0,0,0,0,0
Interior Franchise Fund,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Interior Franchise Fund,0,0,0,0,0
"Operations, Research, and Facilities",Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),"Operations, Research, and Facilities",0,0,0,0,0
"Operations, Research, and Facilities",Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),"Operations, Research, and Facilities",0,0,0,0,0
Pacific Coastal Salmon Recovery,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Pacific Coastal Salmon Recovery,0,0,0,0,0
"Procurement, Acquisition and Construction",Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),"Procurement, Acquisition and Construction",0,0,0,0,0
Farm Credit System Insurance Fund,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Farm Credit System Insurance Fund,0,0,0,0,0
Administrative and Operating Expenses,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Administrative and Operating Expenses,0,0,0,0,0
Federal Crop Insurance Corporation Fund,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Federal Crop Insurance Corporation Fund,0,0,0,0,0
Federal Crop Insurance Corporation Fund,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Federal Crop Insurance Corporation Fund,0,0,0,0,0
Agricultural Credit Insurance Fund Program Account,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Agricultural Credit Insurance Fund Program Account,0,0,0,0,0
Discrimination Claims Settlement,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Discrimination Claims Settlement,0,0,0,0,0
Agricultural Credit Insurance Fund Liquidating Account,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Agricultural Credit Insurance Fund Liquidating Account,0,0,0,0,0
Commodity Credit Corporation Fund,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Commodity Credit Corporation Fund,0,0,0,0,0
Agricultural Disaster Relief Fund,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Agricultural Disaster Relief Fund,0,0,0,0,0
Salaries and Expenses,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Salaries and Expenses,0,0,0,0,0
Tobacco Trust Fund,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Tobacco Trust Fund,0,0,0,0,0
Departmental Administration,Other Spending,"Agriculture, forestry, fishing and hunti",Farm income stabilization (351),Departmental Administration,0,0,0,0,0
"Deposits of Fees, Inspection and Grading of Farm Products, AMS",Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),"Deposits of Fees, Inspection and Grading of Farm Products, AMS",0,0,0,0,0
Economic Research Service,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Economic Research Service,0,0,0,0,0
National Agricultural Statistics Service,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),National Agricultural Statistics Service,0,0,0,0,0
Salaries and Expenses,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Salaries and Expenses,0,0,0,0,0
Research and Education Activities,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Research and Education Activities,0,0,0,0,0
Research and Education Activities,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Research and Education Activities,0,0,0,0,0
Integrated Activities,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Integrated Activities,0,0,0,0,0
Extension Activities,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Extension Activities,0,0,0,0,0
Extension Activities,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Extension Activities,0,0,0,0,0
Salaries and Expenses,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Salaries and Expenses,0,0,0,0,0
Salaries and Expenses,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Salaries and Expenses,0,0,0,0,0
Marketing Services,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Marketing Services,0,0,0,0,0
Payments to States and Possessions,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Payments to States and Possessions,0,0,0,0,0
"Expenses and Refunds, Inspection and Grading of Farm Products",Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),"Expenses and Refunds, Inspection and Grading of Farm Products",0,0,0,0,0
Agriculture Buildings and Facilities and Rental Payments,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Agriculture Buildings and Facilities and Rental Payments,0,0,0,0,0
Salaries and Expenses,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Salaries and Expenses,0,0,0,0,0
Office of Civil Rights,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Office of Civil Rights,0,0,0,0,0
Office of Inspector General,Other Spending,"Agriculture, forestry, fishing and hunti",Agricultural research and services (352),Office of Inspector General,0,0,0,0,0
"Federal Intergovernmental  Natural Resources, Agriculture (Disc. 2005) (B54)",Other Spending,"Agriculture, forestry, fishing and hunti","Federal Intergovernmental  Natural Resources, Agriculture (Disc. 2005) (B54)",,0,0,0,0,0
Federal Intergovernmental  Natural Resources (B59),Other Spending,"Agriculture, forestry, fishing and hunti",Federal Intergovernmental  Natural Resources (B59),,0,0,0,0,0
Current Operations  Agriculture  Other (Disc. 2005) (E54),Other Spending,"Agriculture, forestry, fishing and hunti",Current Operations  Agriculture  Other (Disc. 2005) (E54),,0,0,0,0,0
Current Operations  State Fish and Game (E55),Other Spending,"Agriculture, forestry, fishing and hunti",Current Operations  State Fish and Game (E55),,0,0,0,0,0
Current Operations  State Forestry (E56),Other Spending,"Agriculture, forestry, fishing and hunti",Current Operations  State Forestry (E56),,0,0,0,0,0
Current Operations  Natural Resources  Other (E59),Other Spending,"Agriculture, forestry, fishing and hunti",Current Operations  Natural Resources  Other (E59),,0,0,0,0,0
Construction  Agriculture  Other (Disc. 2005) (F54),Other Spending,"Agriculture, forestry, fishing and hunti",Construction  Agriculture  Other (Disc. 2005) (F54),,0,0,0,0,0
Construction  State Fish and Game (F55),Other Spending,"Agriculture, forestry, fishing and hunti",Construction  State Fish and Game (F55),,0,0,0,0,0
Construction  State Forestry (F56),Other Spending,"Agriculture, forestry, fishing and hunti",Construction  State Forestry (F56),,0,0,0,0,0
Construction  Natural Resources  Other (F59),Other Spending,"Agriculture, forestry, fishing and hunti",Construction  Natural Resources  Other (F59),,0,0,0,0,0
Other Capital Outlay  Agriculture  Other (Disc. 2005) (G54),Other Spending,"Agriculture, forestry, fishing and hunti",Other Capital Outlay  Agriculture  Other (Disc. 2005) (G54),,0,0,0,0,0
Other Capital Outlay  State Fish and Game (G55),Other Spending,"Agriculture, forestry, fishing and hunti",Other Capital Outlay  State Fish and Game (G55),,0,0,0,0,0
Other Capital Outlay  State Forestry (G56),Other Spending,"Agriculture, forestry, fishing and hunti",Other Capital Outlay  State Forestry (G56),,0,0,0,0,0
Other Capital Outlay  Natural Resources  Other (G59),Other Spending,"Agriculture, forestry, fishing and hunti",Other Capital Outlay  Natural Resources  Other (G59),,0,0,0,0,0
Payment Where Specified Energy Property Credit Exceeds Liability for Tax,Other Spending,Fuel and energy,Energy supply (271),Payment Where Specified Energy Property Credit Exceeds Liability for Tax,0,0,0,0,0
"Grants for Specified Energy Property in Lieu of Tax Credits, Recovery Act",Other Spending,Fuel and energy,Energy supply (271),"Grants for Specified Energy Property in Lieu of Tax Credits, Recovery Act",0,0,0,0,0
"Sale and Transmission of Electric Energy, Southwestern Power Administration",Other Spending,Fuel and energy,Energy supply (271),"Sale and Transmission of Electric Energy, Southwestern Power Administration",0,0,0,0,0
"Sale and Transmission of Electric Energy, Southeastern Power Administration",Other Spending,Fuel and energy,Energy supply (271),"Sale and Transmission of Electric Energy, Southeastern Power Administration",0,0,0,0,0
"Reclamation Fund, All Other, Sale of Electric Energy, Bonneville Power Administration",Other Spending,Fuel and energy,Energy supply (271),"Reclamation Fund, All Other, Sale of Electric Energy, Bonneville Power Administration",0,0,0,0,0
"Reclamation Fund, All Other, Sale of Power and Other Utilities (WAPA)",Other Spending,Fuel and energy,Energy supply (271),"Reclamation Fund, All Other, Sale of Power and Other Utilities (WAPA)",0,0,0,0,0
Nuclear Waste Disposal Fund,Other Spending,Fuel and energy,Energy supply (271),Nuclear Waste Disposal Fund,0,0,0,0,0
"General Fund Payment  Defense, Decontamination and Decommissioning Fund",Other Spending,Fuel and energy,Energy supply (271),"General Fund Payment  Defense, Decontamination and Decommissioning Fund",0,0,0,0,0
Title 17 Innovative Technology Loan Guarantee Program,Other Spending,Fuel and energy,Energy supply (271),Title 17 Innovative Technology Loan Guarantee Program,0,0,0,0,0
Fossil Energy Research and Development,Other Spending,Fuel and energy,Energy supply (271),Fossil Energy Research and Development,0,0,0,0,0
